sequence_id,sample_token,endpoint_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,rgb_member_sha256,selected_mask_index,predicted_iou,outputs_finite,read_seconds,preprocessing_seconds,inference_seconds,mask_fraction,mask_area_pixels,bbox_area_pixels,bbox_mask_iou,bbox_coverage,mask_inside_bbox_fraction,mask_height_fraction,mask_width_fraction,bbox_height_fraction,bbox_width_fraction,touches_image_border
5ilM1PX2vz,5ilM1PX2vz_000818_9831900000,0,0.0,505.0,238.0,663.0,0e4eace155eeb31ce746188ba8abc1341a0a6dde4ea0d907b3e886c1b8d908ad,0,0.9609375,True,0.07063529999868479,0.012793300000339514,0.1251083999995899,0.022819010416666667,21030.0,37604.0,0.5403651648495994,0.5469896819487289,0.9780789348549691,0.19027777777777777,0.18671875,0.21944444444444444,0.1859375,False
5ilM1PX2vz,5ilM1PX2vz_000818_9831900000,1,15.0,505.0,241.0,657.0,7c5779c0a2d5c75a05de598c543e594935f5cc02ead3a734c3c883a81f9b63ef,0,0.96875,True,0.06872049999947194,0.012291800001548836,0.12642219999906956,0.02169704861111111,19996.0,34352.0,0.5488614665564707,0.5606369352585002,0.9631426285257051,0.18611111111111112,0.19609375,0.2111111111111111,0.1765625,True
5ilM1PX2vz,5ilM1PX2vz_002283_9928800000,0,237.0,511.0,346.0,590.0,fba8527bf4612fa5223c95748e6a6f5be73aaa38e0c5f862552ece90ac28a511,2,0.984375,True,0.053899999998975545,0.011793499998020707,0.12553939999997965,0.005939670138888889,5474.0,8611.0,0.6040314314998292,0.6159563349204505,0.968944099378882,0.10138888888888889,0.07265625,0.10972222222222222,0.08515625,False
5ilM1PX2vz,5ilM1PX2vz_002283_9928800000,1,239.0,512.0,347.0,588.0,6c1e0d9fc2d1809f46330e8bb5dce07f40cd8ad84fc06af0302fce474130ce70,2,0.98828125,True,0.05384380000032252,0.013750300000538118,0.13981109999804175,0.005780164930555555,5327.0,8208.0,0.6109259700071411,0.6253654970760234,0.9635817533320818,0.1,0.071875,0.10555555555555556,0.084375,False
5ilM1PX2vz,5ilM1PX2vz_003007_10006800000,0,385.0,499.0,438.0,539.0,67171cbede82b36503306d26562ba6d49e7ff6c3d617ef62e9ee269997de206d,1,0.97265625,True,0.052985399997851346,0.014171599999826867,0.126787900000636,0.001540798611111111,1420.0,2120.0,0.5499124343257443,0.5924528301886792,0.8845070422535212,0.05416666666666667,0.0359375,0.05555555555555555,0.04140625,False
5ilM1PX2vz,5ilM1PX2vz_003007_10006800000,1,386.0,501.0,438.0,542.0,d2e9ae71c25f8dc3b7dd2ce3a5fa7c6c8c95ced3b71388887abb34f5dfdd0d2c,0,0.96875,True,0.061305899998842506,0.011568699999770615,0.1255734999976994,0.0015462239583333333,1425.0,2132.0,0.5573555166374781,0.5970919324577861,0.8933333333333333,0.05416666666666667,0.03515625,0.05694444444444444,0.040625,False
6h5yRW2LGc,6h5yRW2LGc_000005_5119400000,0,108.0,410.0,395.0,675.0,d8fc35bfbb93e39cb502fb3f9bf627494ec1d389abc28302ba0c7f51796f7a16,2,0.9921875,True,0.05686019999848213,0.011376899998140289,0.1271100000012666,0.051143663194444446,47134.0,76055.0,0.6197357175728091,0.6197357175728091,1.0,0.3138888888888889,0.20859375,0.3680555555555556,0.22421875,False
6h5yRW2LGc,6h5yRW2LGc_000005_5119400000,1,99.0,412.0,394.0,687.0,f0d271d41c8a1087bcd983cd5d08854e426e11a9f221419f31e01df1f460efc3,2,0.99609375,True,0.05833939999865834,0.01255479999963427,0.12725480000153766,0.05457899305555555,50300.0,81125.0,0.6200308166409861,0.6200308166409861,1.0,0.33611111111111114,0.2125,0.3819444444444444,0.23046875,False
6h5yRW2LGc,6h5yRW2LGc_001124_5215100000,0,659.0,489.0,867.0,569.0,f54224828f035e59998a1532274f680e6604f5f553078e663c17367892fa5dca,0,0.98046875,True,0.06187639999916428,0.012932599998748628,0.1279188999978942,0.011338975694444444,10450.0,16640.0,0.5758245593624571,0.594891826923077,0.9472727272727273,0.10555555555555556,0.14375,0.1111111111111111,0.1625,False
6h5yRW2LGc,6h5yRW2LGc_001124_5215100000,1,650.0,490.0,858.0,569.0,0ca2957d5568e174bb881d688864bdc67956523fb76b492051ab49f1ff186816,0,0.98046875,True,0.05648069999733707,0.01184070000090287,0.12825539999903413,0.011822916666666667,10896.0,16432.0,0.575736608429914,0.6076557935735151,0.9163913362701909,0.10555555555555556,0.146875,0.10972222222222222,0.1625,False
6h5yRW2LGc,6h5yRW2LGc_002717_5274000000,0,180.0,524.0,255.0,572.0,5dfe2358fcfb2991f08b3757d7d28449e3d8d26ee98de61313652eac058a2249,0,0.90234375,True,0.054964599999948405,0.010729800000262912,0.1263159000009182,0.0017599826388888888,1622.0,3600.0,0.4381713026714404,0.4419444444444444,0.9808877928483354,0.05138888888888889,0.0546875,0.06666666666666667,0.05859375,False
6h5yRW2LGc,6h5yRW2LGc_002717_5274000000,1,162.0,526.0,243.0,577.0,fd3531ef2fec5a54135402509b58c3445adbd166f83e77d1f96a0a857b8c33b4,0,0.92578125,True,0.05598730000201613,0.013226799997937633,0.12658160000137286,0.0016851128472222222,1553.0,4131.0,0.37593802953280075,0.37593802953280075,1.0,0.05,0.0515625,0.07083333333333333,0.06328125,False
6h5yRW2LGc,6h5yRW2LGc_004795_5410500000,0,672.0,511.0,766.0,568.0,ac4472c20322d96a3a9f2e758ca409e3ece990dd874b88d16e81eba47d1b0648,2,0.8203125,True,0.03824639999947976,0.014090499997109873,0.1275495999980194,0.002467447916666667,2274.0,5358.0,0.42388059701492536,0.4240388204553938,0.9991204925241864,0.0625,0.06328125,0.07916666666666666,0.0734375,False
6h5yRW2LGc,6h5yRW2LGc_004795_5410500000,1,784.0,503.0,881.0,561.0,6f54503853d767f15d06e496dc6d56b3f148c76b80dc46a040eea09483a02259,0,0.7421875,True,0.03842789999907836,0.014002700001583435,0.12742989999969723,0.0024989149305555554,2303.0,5626.0,0.3197403462050599,0.34145040881621047,0.8341293964394269,0.058333333333333334,0.07265625,0.08055555555555556,0.07578125,False
OBneIVg4Cw,OBneIVg4Cw_000003_3049000000,0,0.0,517.0,201.0,657.0,80248fb019a74f5e884e6dea7bce48c8e972b7454d03cdaf9843cfb370637071,2,0.9921875,True,0.06380369999897084,0.011848999998619547,0.12485770000057528,0.020596788194444444,18982.0,28140.0,0.6662069940949754,0.66954513148543,0.9925719102307449,0.16527777777777777,0.16015625,0.19444444444444445,0.15703125,True
OBneIVg4Cw,OBneIVg4Cw_000003_3049000000,1,0.0,513.0,206.0,651.0,9a4b5424b812cb56dc0e570a68ae0ac43afda3a3d8210992c67effbc3cefca2b,0,0.9921875,True,0.04680400000142981,0.011996899997029686,0.14218350000010105,0.019547526041666666,18015.0,28428.0,0.6143418262713337,0.6217109891656114,0.9810713294476825,0.1625,0.15390625,0.19166666666666668,0.1609375,False
OBneIVg4Cw,OBneIVg4Cw_003290_3207000000,0,640.0,512.0,680.0,545.0,9739d0411ac09bc079613e1778f42715b5d5f7a8c8cd2f1c749ddf9a58415eca,1,0.9609375,True,0.04607229999965057,0.013155299999198178,0.1279954000019643,0.0009624565972222222,887.0,1320.0,0.5003399048266486,0.5575757575757576,0.8297632468996617,0.04583333333333333,0.0265625,0.04583333333333333,0.03125,False
OBneIVg4Cw,OBneIVg4Cw_003290_3207000000,1,644.0,507.0,684.0,542.0,20dc6f4f795c23bfff3dbc4851b1ee4357835fe49f9bd1180dbe8c0fd3be5293,0,0.9375,True,0.048320500001864275,0.013680799998837756,0.13002609999966808,0.0011263020833333333,1038.0,1400.0,0.4865853658536585,0.57,0.7687861271676301,0.05,0.02890625,0.04861111111111111,0.03125,False
OBneIVg4Cw,OBneIVg4Cw_005076_3269800000,0,808.0,474.0,999.0,719.0,88ac0d28729d22b0128f3c1350f5b0810bb683a53eb26e90ba87aad5fe0b8f1d,0,0.9375,True,0.04809410000234493,0.014482800001133,0.12839630000235047,0.016391059027777776,15106.0,46795.0,0.32281226626776366,0.32281226626776366,1.0,0.31805555555555554,0.09609375,0.3402777777777778,0.14921875,False
OBneIVg4Cw,OBneIVg4Cw_005076_3269800000,1,821.0,465.0,1028.0,719.0,66af74c7da550682f3e1411590aa10dd4fe9c06b51753f430b17eeedd330d298,0,0.9453125,True,0.04909309999857214,0.012073900001269067,0.1281806000006327,0.017457682291666665,16089.0,52578.0,0.30600251055574573,0.30600251055574573,1.0,0.3263888888888889,0.0921875,0.3527777777777778,0.16171875,False
OBneIVg4Cw,OBneIVg4Cw_008060_3345700000,0,690.0,369.0,889.0,565.0,6728219c1248c2d39553eda5b852cc21be11f4dc83bc57b34b6e5f67c0f85547,0,0.96875,True,0.03453820000140695,0.013761400001385482,0.12800869999773568,0.02287868923611111,21085.0,39004.0,0.47856791338582677,0.4986411650087171,0.9224092957078491,0.21944444444444444,0.15546875,0.2722222222222222,0.15546875,False
OBneIVg4Cw,OBneIVg4Cw_008060_3345700000,1,689.0,351.0,922.0,567.0,4ba26253a62648ec9703bc8be145c9cd120916995f95c9fbed8f94565e805a81,2,0.96875,True,0.033283600001595914,0.012551399999210844,0.12742319999961182,0.02429144965277778,22387.0,50328.0,0.43311850844518024,0.4366555396598315,0.9816411310135347,0.22777777777777777,0.165625,0.3,0.18203125,False
OYgB6RGWcq,OYgB6RGWcq_000000_6272300000,0,725.0,465.0,998.0,631.0,fc9d0896f2bcdb976bbe9864e328348b86dba4062c2dcabe584abe2781b66f7f,2,1.0,True,0.07623450000028242,0.013075299997581169,0.13258480000149575,0.025451388888888888,23456.0,45318.0,0.5175868308398429,0.5175868308398429,1.0,0.1986111111111111,0.16640625,0.23055555555555557,0.21328125,False
OYgB6RGWcq,OYgB6RGWcq_000000_6272300000,1,723.0,468.0,982.0,629.0,c8fc499664c7eab1772c2dc8280aa84976818df2fb2f8268271563092edd5b76,0,1.0,True,0.07485180000003311,0.012176799998997012,0.13181940000140457,0.024973958333333334,23016.0,41699.0,0.551955682390465,0.551955682390465,1.0,0.19583333333333333,0.1625,0.22361111111111112,0.20234375,False
OYgB6RGWcq,OYgB6RGWcq_000005_6299400000,0,552.0,504.0,625.0,558.0,4b7c1b34aed5f7c79a45ce685bbd0fee63265d4674187654f7d1d496f2468f60,0,0.9765625,True,0.07253909999781172,0.01108380000005127,0.13312999999834574,0.0029264322916666666,2697.0,3942.0,0.658920539730135,0.6689497716894978,0.9777530589543938,0.06944444444444445,0.053125,0.075,0.05703125,False
OYgB6RGWcq,OYgB6RGWcq_000005_6299400000,1,551.0,506.0,626.0,561.0,1233269cdafc45dd95e1573ae8c4d8cb0a4af088bc263e6c3573042e478d0f52,0,0.9765625,True,0.07335610000154702,0.0134570000009262,0.13414120000015828,0.003009982638888889,2774.0,4125.0,0.6700556765916243,0.671030303030303,0.9978370583994232,0.06944444444444445,0.05390625,0.0763888888888889,0.05859375,False
OYgB6RGWcq,OYgB6RGWcq_000778_6449200000,0,362.0,496.0,555.0,660.0,937f3c5250e2d44225b032133af26acf2e2a5f5c94387c4bd45e12d7504fb661,2,0.98828125,True,0.0672283999992942,0.012352600002486724,0.1417833999985305,0.017962239583333334,16554.0,31652.0,0.5230001263743207,0.5230001263743207,1.0,0.19444444444444445,0.1234375,0.22777777777777777,0.15078125,False
OYgB6RGWcq,OYgB6RGWcq_000778_6449200000,1,366.0,492.0,556.0,653.0,8b59a33faf3e07db074ef335e1e56db02bbc7a946a91356cc35de6d80a797105,2,0.984375,True,0.07097570000041742,0.011341099998389836,0.133916800001316,0.017414279513888888,16049.0,30590.0,0.5246485779666558,0.5246485779666558,1.0,0.18888888888888888,0.11953125,0.22361111111111112,0.1484375,False
OYgB6RGWcq,OYgB6RGWcq_001965_6570200000,0,690.0,394.0,843.0,552.0,d39ed92a9df97d494bf3286ed54e14600ab7bc86654bcfa60dbc48d907a96b4d,2,0.98828125,True,0.03952159999971627,0.013493700000253739,0.13442959999883897,0.019518229166666668,17988.0,24174.0,0.7244171779141104,0.7326880119136262,0.9846564376250834,0.21388888888888888,0.1046875,0.21944444444444444,0.11953125,False
OYgB6RGWcq,OYgB6RGWcq_001965_6570200000,1,690.0,398.0,838.0,553.0,0dc85e700d606bb28b373c22f6ed2f72f19a1240cb75c9af1803901be21c2d29,2,0.98828125,True,0.03993790000095032,0.03125200000067707,0.15084959999876446,0.01907443576388889,17579.0,22940.0,0.7508858352778498,0.7574978204010462,0.9885090164400705,0.20972222222222223,0.10234375,0.2152777777777778,0.115625,False
WbCh1DRerJ,WbCh1DRerJ_000003_9414700000,0,436.0,518.0,541.0,606.0,7b17f0f1a13f09d73bd452e91d8c249cfd280258024e1b9d61b4906afa33ebc9,2,0.984375,True,0.07657649999964633,0.013965799997095019,0.1600216000006185,0.006073133680555555,5597.0,9240.0,0.6057359307359307,0.6057359307359307,1.0,0.10555555555555556,0.071875,0.12222222222222222,0.08203125,False
WbCh1DRerJ,WbCh1DRerJ_000003_9414700000,1,438.0,515.0,542.0,603.0,c575d3d800d367d096290b83ff584808f1bee333da80a06bc936842552bd9501,2,0.984375,True,0.07568149999860907,0.011685500001476612,0.1347001000031014,0.006001519097222222,5531.0,9152.0,0.6043487762237763,0.6043487762237763,1.0,0.10694444444444444,0.07265625,0.12222222222222222,0.08125,False
WbCh1DRerJ,WbCh1DRerJ_000387_9477200000,0,457.0,512.0,568.0,607.0,c061ef26f07da9857d77f048ad783bbd9987c9eba7352c83745690c20be623a6,2,0.984375,True,0.07675970000127563,0.012580700000398792,0.13391199999750825,0.007671440972222222,7070.0,10545.0,0.6704599336178284,0.6704599336178284,1.0,0.125,0.07734375,0.13194444444444445,0.08671875,False
WbCh1DRerJ,WbCh1DRerJ_000387_9477200000,1,453.0,509.0,564.0,604.0,90b7d0882796758b99c6b74692dfe596d970a0e3af44e90203569b485366afe9,2,0.984375,True,0.08022350000101142,0.012020900001516566,0.13358529999823077,0.007536892361111111,6946.0,10545.0,0.656501562647978,0.6573731626363205,0.9979844514828679,0.125,0.0765625,0.13194444444444445,0.08671875,False
WbCh1DRerJ,WbCh1DRerJ_001738_9584500000,0,547.0,488.0,614.0,541.0,8e2f462e253a2d09f2c31da286ddb9770a1dd92649b9fbde684d8d9d01121d01,0,0.9296875,True,0.061446100000466686,0.013119399998686276,0.1351783999998588,0.0026573350694444444,2449.0,3551.0,0.6059957173447538,0.6375668825682906,0.9244589628419763,0.07083333333333333,0.05859375,0.07361111111111111,0.05234375,False
WbCh1DRerJ,WbCh1DRerJ_001738_9584500000,1,545.0,491.0,612.0,545.0,916fe99735cf0ff9a29ffe9b5e1a41920098cefc892790507a2d0aceadd02046,0,0.953125,True,0.0593869000003906,0.012126000001444481,0.1325343000025896,0.0030403645833333333,2802.0,3618.0,0.6710046850598647,0.7125483692647872,0.9200571020699501,0.07222222222222222,0.059375,0.075,0.05234375,False
WbCh1DRerJ,WbCh1DRerJ_004756_9688400000,0,959.0,499.0,1275.0,668.0,6efb8548b44f6cd5cbf22c49ab8fb9f5767c0fa4c2d9bf6520e7e601857a3372,0,0.9296875,True,0.0481917999968573,0.013979999999719439,0.13315439999860246,0.03783311631944444,34867.0,53404.0,0.617099622613857,0.6307579956557561,0.966099750480397,0.225,0.2578125,0.23472222222222222,0.246875,True
WbCh1DRerJ,WbCh1DRerJ_004756_9688400000,1,988.0,499.0,1279.0,680.0,99b9e2f59b73c2080cff5f363e9a34589c6598079e2bb11254373927033099b3,0,0.9140625,True,0.04776999999739928,0.012600199999724282,0.13869360000171582,0.034614800347222224,31901.0,52671.0,0.6001665026867479,0.6022289305310322,0.9943261966709508,0.23333333333333334,0.2265625,0.2513888888888889,0.22734375,True
mHGFBekt7X,mHGFBekt7X_000000_1984700000,0,780.0,431.0,1244.0,719.0,d44527e1a1e02febec792baf2149bc19b15ceb85e584fc68faca4e32ddf3b849,2,1.0,True,0.07133810000232188,0.011775999999372289,0.1359602000011364,0.08445203993055556,77831.0,133632.0,0.5824278615900383,0.5824278615900383,1.0,0.3625,0.3015625,0.4,0.3625,False
mHGFBekt7X,mHGFBekt7X_000000_1984700000,1,775.0,432.0,1222.0,719.0,0d33e130f84d73b04f4f49659314c979d413108b4f13f26a64e3d308ffc613c4,2,1.0,True,0.0690574000000197,0.014493399998173118,0.13612140000259387,0.07886284722222223,72680.0,128289.0,0.5665333738668163,0.5665333738668163,1.0,0.35138888888888886,0.28984375,0.39861111111111114,0.34921875,False
mHGFBekt7X,mHGFBekt7X_000319_2107200000,0,372.0,473.0,603.0,672.0,96ca2d6044ab470791aa6b4251022eef1d0ad8e837d487f75d31161be24f472c,2,0.98828125,True,0.06325030000152765,0.01452670000071521,0.1338928000004671,0.026134982638888887,24086.0,45969.0,0.5239618003437099,0.5239618003437099,1.0,0.22777777777777777,0.1484375,0.2763888888888889,0.18046875,False
mHGFBekt7X,mHGFBekt7X_000319_2107200000,1,364.0,471.0,604.0,678.0,6f522b42e114b5d1a0ccebc56096ff124f13c380c94afa2477c89bdbb17d26d7,2,0.98828125,True,0.06529480000244803,0.012811700002202997,0.13429750000068452,0.02781032986111111,25630.0,49680.0,0.5159017713365539,0.5159017713365539,1.0,0.23472222222222222,0.15234375,0.2875,0.1875,False
mHGFBekt7X,mHGFBekt7X_002469_2134100000,0,578.0,414.0,717.0,570.0,739bea9a55662530ef273fbad0de6bb51427242a25ab2420c2844e46567684a0,2,0.98828125,True,0.06777899999724468,0.0122086000010313,0.1358829999990121,0.015404730902777778,14197.0,21684.0,0.6547223759453975,0.6547223759453975,1.0,0.19305555555555556,0.0875,0.21666666666666667,0.10859375,False
mHGFBekt7X,mHGFBekt7X_002469_2134100000,1,579.0,419.0,723.0,581.0,bb24a9e8fd0d0302ef959800c41d5eecab5e04ac3e1a75e430f5c2e3017af19b,2,0.98828125,True,0.06840329999977257,0.013482199999998556,0.13358860000153072,0.016434461805555557,15146.0,23328.0,0.6492626886145405,0.6492626886145405,1.0,0.1986111111111111,0.09140625,0.225,0.1125,False
mHGFBekt7X,mHGFBekt7X_004836_2282800000,0,808.0,473.0,928.0,570.0,cb454e8dcb2f7b2262ae8ad688610ae92f1b3acc90c22393ad74699ce3071fe3,2,0.98046875,True,0.04677359999914188,0.013816700000461424,0.13320139999996172,0.008234592013888889,7589.0,11640.0,0.6519759450171821,0.6519759450171821,1.0,0.12638888888888888,0.078125,0.13472222222222222,0.09375,False
mHGFBekt7X,mHGFBekt7X_004836_2282800000,1,808.0,470.0,924.0,567.0,22e5b2ea4e7439201392452bfe1beb4bab03d333a8085486d494b1e48d4a2045,2,0.984375,True,0.04394310000134283,0.013197799999034032,0.13528759999826434,0.00796115451388889,7337.0,11252.0,0.6520618556701031,0.6520618556701031,1.0,0.125,0.07578125,0.13472222222222222,0.090625,False
qGsgzl4Q8B,qGsgzl4Q8B_000000_10167600000,0,0.0,497.0,226.0,676.0,f2a6145ec3007682d7b132e1fe5a351cc2cbaf71cbb90d0a4ef54c4d879de26d,2,0.9921875,True,0.07619140000315383,0.013347500000236323,0.13430379999772413,0.028182508680555555,25973.0,40454.0,0.6070789180819665,0.6202847678845108,0.9661186616871367,0.2222222222222222,0.1671875,0.24861111111111112,0.1765625,False
qGsgzl4Q8B,qGsgzl4Q8B_000000_10167600000,1,0.0,500.0,229.0,670.0,610efaa19d6cd0f041ce99f9dec9e53446ebc25b0bd51180c2449c7694a4a7a2,0,0.98046875,True,0.07379130000117584,0.011772200003179023,0.133307899999636,0.02640842013888889,24338.0,38930.0,0.5764582762315301,0.5942717698433085,0.9505711233462075,0.21805555555555556,0.1609375,0.2361111111111111,0.17890625,False
qGsgzl4Q8B,qGsgzl4Q8B_000127_10213600000,0,237.0,509.0,371.0,602.0,9d6ca81251cb2850eaf823fdad53b4d6bcc9e928c59f9b028e2f2f1e239a2c37,2,0.98828125,True,0.07627530000172555,0.01135969999813824,0.13285090000135824,0.008655598958333333,7977.0,12462.0,0.5912028026469444,0.6093724923768256,0.951986962517237,0.12083333333333333,0.0890625,0.12916666666666668,0.1046875,False
qGsgzl4Q8B,qGsgzl4Q8B_000127_10213600000,1,247.0,509.0,380.0,599.0,5889dbbc7ec5e1d5d2dea1d8b9cd3fc544cb5545fd13ac27b8156c31840c789a,2,0.984375,True,0.07350409999708063,0.013414900000498164,0.1357298000002629,0.008255208333333333,7608.0,11970.0,0.6079172141918529,0.6183792815371763,0.9729232386961093,0.11944444444444445,0.08671875,0.125,0.10390625,False
qGsgzl4Q8B,qGsgzl4Q8B_001336_10341700000,0,814.0,396.0,1212.0,715.0,be0a25216a909efe7c69399c64c84273ad62b6384da61c1942bfd32f3d410cf7,2,1.0078125,True,0.06820209999932558,0.012684799999988172,0.13408089999938966,0.077529296875,71451.0,126962.0,0.5615447576773543,0.5619870512436792,0.9986004394620089,0.3819444444444444,0.25859375,0.44305555555555554,0.3109375,False
qGsgzl4Q8B,qGsgzl4Q8B_001336_10341700000,1,827.0,385.0,1249.0,718.0,c2736d1dc60b487bd4fade75e7e94c340f551e5d56b2524c1a2e94d6f5b45778,1,0.99609375,True,0.06616370000119787,0.013741400001890725,0.13356519999797456,0.08598958333333333,79248.0,140526.0,0.5627706551187149,0.5631911532385466,0.9986750454270139,0.4027777777777778,0.27421875,0.4625,0.3296875,False
qGsgzl4Q8B,qGsgzl4Q8B_002861_10454000000,0,995.0,471.0,1179.0,587.0,a3291f2ce2c0cec08f22819901c8b8766c7241ad6cc3c46e10aab4a77e4def84,2,0.984375,True,0.04361290000088047,0.012481099998694845,0.13295210000069346,0.0148046875,13644.0,21344.0,0.6366357938067172,0.6376499250374813,0.9975080621518616,0.15,0.125,0.16111111111111112,0.14375,False
qGsgzl4Q8B,qGsgzl4Q8B_002861_10454000000,1,995.0,471.0,1176.0,586.0,4887277fd9aa1882266c03549bff1112fe3537598e5e45d395f9a8210aadaa0c,2,0.98828125,True,0.04606779999812716,0.014426800000364892,0.14268520000041462,0.014416232638888889,13286.0,20815.0,0.6350690448791715,0.6363199615661782,0.9969140448592504,0.1486111111111111,0.121875,0.1597222222222222,0.14140625,False
t79dBxj1WS,t79dBxj1WS_000000_7771700000,0,402.0,207.0,781.0,701.0,3afce4b8886ecf11cb9364a041f82774e40c0c4e6bed9ff9fdf0e5abe73254bc,2,0.99609375,True,0.06678699999974924,0.012118999999074731,0.13288399999873945,0.11436848958333333,105402.0,187226.0,0.5593935679838,0.5606753335541004,0.995929868503444,0.5138888888888888,0.25546875,0.6861111111111111,0.29609375,False
t79dBxj1WS,t79dBxj1WS_000000_7771700000,1,384.0,215.0,768.0,692.0,0daecebdc8a3373c9c34f2737664a5e8641d13de4ce2626aea4071de2ac6d8e3,2,0.99609375,True,0.06557260000045062,0.013488700002199039,0.13548870000158786,0.10521918402777777,96970.0,183168.0,0.5290457450698921,0.5291699423480084,0.9995565638857379,0.5,0.24140625,0.6625,0.3,False
t79dBxj1WS,t79dBxj1WS_000757_7871900000,0,438.0,498.0,547.0,591.0,7a21a43d1230abb853b2c0cc1f1ae47b882cdc68cd83d29fcd2db048831f515e,2,0.984375,True,0.06518920000235084,0.014582800002244767,0.1339685000020836,0.007022569444444444,6472.0,10137.0,0.5962518020182604,0.612015389168393,0.9585908529048207,0.1111111111111111,0.078125,0.12916666666666668,0.08515625,False
